fips_state,fips_st_code,event_year,event_month,event_type,injuries_direct,injuries_indirect,death_direct,death_indirect,event_source,episode_narrative
MINNESOTA,27,2013,June,Flash Flood,0,0,0,0,Other Federal Agency,A 945 mb low just south of Kodiak Island at 1500AKST on the 1st weakened to 963 mb over Kodiak Island by 0300AKST in the 2nd.  The low produced a period of overrunning snow at Galena as moisture from the low moved over a very cold air mass that was in place across the area. The cooperative observer reported a Total of 11 inches of snow was from 1800AKST on the 1st through 1000AKST on the 2nd.
MINNESOTA,27,2013,June,Thunderstorm Wind,0,0,0,0,Department of Highways,Zone 212: Temperatures of 30 to 35 below combined with a north wind of 15 to 25 mph to produce wind chills as low as 66 below zero at Koyuk.  The lowest wind chills were observed from approximately 0330AKST through 1030AKST on the 2nd.
MINNESOTA,27,2013,June,Heavy Rain,0,0,0,0,Official NWS Observations,D3-D4 drought conditions (extreme to exceptional) across southwest and south central Georgia continued through the month of February and into March.
MONTANA,30,2013,June,Thunderstorm Wind,0,0,0,0,Mesonet,Dry weather persisted over portions of the Aloha State in February.  Water restrictions remained in force.
OHIO,39,2013,June,Thunderstorm Wind,0,0,0,0,Law Enforcement,Patchy dense fog developed in the predawn hours across portions of Southeast Georgia. A weak pressure gradient under high pressure over the Western Atlantic allowed for good radiational cooling conditions across the area.
OHIO,39,2013,June,Hail,0,0,0,0,NWS Storm Survey,"D3 drought conditions (extreme) continued across most of southeast Alabama through the month of February and into March. An area of D4 (exceptional) drought conditions was present across Dale, Henry, and Houston counties.  In Geneva county, conditions improved to D2 status (severe) by the end of the month."
WISCONSIN,55,2013,June,Thunderstorm Wind,0,0,0,0,Emergency Manager,"Low relative humidity, very dry and stable atmosphere and dry soils enhance fire development across the southern slopes of Puerto Rico."
WISCONSIN,55,2013,June,Hail,0,0,0,0,Fire Department/Rescue,"A slow moving and powerful storm system brought heavy snow to areas in and near the Front Range Foothills, with blizzard conditions over the northeastern plains of Colorado.  In the Front Range Foothills, the snow piled up to over 4 feet in some areas.  Across the Palmer Divide, the combination of snow and gusty winds resulted in road closures with snow drifts ranging from 2 to 5 feet in depth.  Northerly winds 15 to 25 mph were common with gusts to 40 mph.   Several snowfall records were also set in Denver.  At Denver International Airport, 12.5 inches of snow feet on the 3rd shattered the previous record of 7.5 inches for the date.  It also set a new daily record for the entire month of February.  A new 3-day record was also established for Denver.  The 3-day storm total from February 2nd to the 4th was 15.9 inches, which broke the previous record of 14.1 inches in 1912.  In contrast, storm totals generally ranged from 1 to 3 inches in the mountains west of the Continental Divide.||Denver International Airport canceled more than six hundred flights.  In addition, snow and blowing snow produced near zero visibilities, forcing officials to close the westbound lanes of Interstate 70, between the Kansas state line and Denver, as well as the eastbound lanes from Denver to Limon.  Other road closures included:  State Highway 86, between Kiowa and I-70, U.S. Highway 40, between Limon and Eads, and State Highway 71, from Last Chance to Limon to Ordway.||Storm totals along the Front Range Mountains and Foothills included:  51 inches at Coal Creek Canyon, 45.5 inches, 4.6 miles northeast of Ward; 44.5 inches, 3 miles west of Jamestown; 38 inches, 3 miles north of Blackhawk; 37 inches, 3 miles west-southwest of Conifer and 4 miles east-northeast of Nederland; 35.5 inches, 3.6 miles west-northwest of Boulder; 34 inches, 5.2 miles east-southeast of Aspen Springs; 33 inches near Evergreen, 32 inches at Genesee; 31 inches, 10.3 miles west of Bellvue and Eldora Mountain Ski Resort; 30 inches, 10.6 miles west of Livermore; 28 inches; 3.2 miles north-northwest of Horsetooth Mountain; 27 inches at Deadman Hill; 24 inches at Echo Mountain Ski Resort; 21 inches at Niwot Ridge SNOTEL; 19 inches at Gross Reservoir;  15 inches at Bear Lake State Park; with 14 inches near Estes Park and Glen Haven.||Along the Urban Corridor storm totals included:  22 inches in Broomfield; 21 inches at Lafayette, Louisville and Westminster; 20 inches at Northglenn; 19 inches at the National Weather Service in Boulder, Castle Rock, Centenniel and Parker;  18 inches in Arvada, 16.5 inches in Erie, 13.5 inches near Longmont; 11.5 inches in Fort Collins and Loveland; 11 inches in Lyons and 10 inches in Frederick.||Along the Palmer Divide storm totals included:  26 inches, 14 miles east-northeast of Kiowa; 25 inches, 10 miles south-southwest of Buckley Air Force Base, and 8 miles southeast of Watkins; 20 inches near Strasburg; 16 inches at Agate, 12 inches near Elizabeth; and 8 inches, 5 miles south-southeast of Sedalia.  ||Across the northeast plains of Colorado, storm totals included:  13 inches, 11 miles east-southeast of Holyoke; 11 inches, 4 miles north of Arriba; 10 inches, 6.4 miles west-northwest of Otis and Woodrow; 9.5 inches near Amherst; 6.5 inches in Sterling; 6 inches in Brush; with 5.5 inches in Karval."
OHIO,39,2013,June,Tornado,0,0,0,0,Broadcast Media,"An upper level low pressure system slowly moved east along the New Mexico-Colorado border during the late night hours of the 2nd and early morning hours of the 3rd.  This aided in snow shower development across northern portions of the state.  Accumulations were greatest across the highest terrain of the Sangre de Cristo Mountains.  However, snow that was associated with a mesoscale circulation Friday morning dropped up to 6 inches of snow over the Santa Fe Metro area."
ILLINOIS,17,2013,June,Tornado,0,0,0,0,Park/Forest Service,"Light winds, initially clear skies and abundant low-level moisture led to good radiational cooling conditions and the development of dense fog with visibilities of 1/4 mile or less over southwest portions of South-Central Wisconsin. The dense fog developed during the late evening hours of February 2nd and lingered into the late morning to early afternoon hours of February 3rd. Drier air to the north and east, as well as increased mixing just above a low-level inversion prevented a more widespread expansion of the dense fog."
MICHIGAN,26,2013,June,Hail,0,0,0,0,COOP Observer,A low pressure system brought heavy snow to portions of northeast Arizona. Lighter amounts of snow fell along and north of the Mogollon Rim/Interstate 40 corridor.
PUERTO RICO,99,2013,June,Flood,0,0,0,0,Trained Spotter,A strong upper level disturbance generated heavy snow across many sections of southern Colorado.  Some of the reported snow totals included:  6 to 8 inches near Rosita (Custer County)...Beulah and Rye (Pueblo County)...Truckton...Peyton and Fountain (El Paso County)...13 to 14 inches in the Black Forest area and Ellicott (El Paso County)....8 miles to the north of Woodland Park (Teller County)...and 20 to 24 inches across extreme northern El Paso County from north of Calhan to Monument.
IOWA,19,2013,June,Thunderstorm Wind,0,0,0,0,ASOS,"An isolated severe thunderstorm developed during the mid day hours of February 2nd, 2012."
OHIO,39,2013,June,Thunderstorm Wind,1,0,0,0,AWOS,A potent upper level storm system which moved across Colorado and Kansas produced heavy snow and gusty north to northeast winds over portions of southeast Wyoming.  Storm total snowfall ranged from 6 to 12 inches over the central and southern Laramie Range/Foothills and Snowy Range.  The combination of falling and blowing snow caused very hazardous travel conditions.
OHIO,39,2013,June,Flash Flood,0,0,0,0,C-MAN Station,A surface low developed along the Colorado/Utah border and moved through northern Colorado. This set-up favorable conditions for upslope snow on Casper Mountain in southeast Natrona County. Up to two feet of new snow fell over the area.
MICHIGAN,26,2013,June,Thunderstorm Wind,0,0,0,0,Public,A line of thunderstorms developed late in the evening on the second across the southwestern Texas panhandle into the northwestern South Plains. Part of this line became severe as it passed over Dimmitt (Castro County). The line of thunderstorms weakened as it moved east into the south-central Texas panhandle.
WEST VIRGINIA,54,2013,June,Hail,0,0,0,0,NWS Employee,One person died after being involved in a two vehicle accident on U.S. Highway 63 near Spring Valley (Fillmore County). The accident occurred in dense fog that formed over much of southeast Minnesota during the evening hours of February 2nd. The automated weather observing equipment at the Preston airport reported a visibility of a quarter mile or less from 7 p.m. February 2nd until 10 a.m. February 3rd.
ILLINOIS,17,2013,June,Lightning,0,0,0,0,County Official,A large area of dense fog moved steadily southward across southwest Indiana. The widespread dense fog reduced visibility to one-quarter mile or less.
IOWA,19,2013,June,Hail,0,0,0,0,Unknown,"Showers and thunderstorms became quite numerous across Northeast Texas into Northern Louisiana during the late night hours of February 2nd into the predawn hours of February 3rd.  The setup was an increasingly unstable and moist atmosphere had just moved into the region in the wake of a warm front which had stalled near the Oklahoma Texas border into Southern Arkansas.  Weak disturbances aloft moved into the region from Southeast Texas and Southern Louisiana during the overnight hours.  Deep layer shear was sufficient to produce organized strong to severe thunderstorms across the region and given the strong lapse rates in place, hail accompanied some of these thunderstorms."
IOWA,19,2013,June,Tornado,0,0,0,0,River/Stream Gage,A large area of dense fog moved steadily southward across southeast Illinois. The widespread dense fog reduced visibility to one-quarter mile or less.
IOWA,19,2013,June,Heavy Rain,0,0,0,0,CoCoRaHS,A closed upper low tracked eastward across the area and produced significant snowfall in some areas of eastern Utah.
MINNESOTA,27,2013,June,Lightning,0,0,0,0,RAWS,A closed upper low tracked eastward across the southern Utah and southern Colorado borders and produced significant snowfall in the western San Juan Mountains of southwest Colorado.
ILLINOIS,17,2013,June,Tornado,1,0,0,0,Airplane Pilot,"Scattered severe thunderstorms with heavy high, high winds, and large hail occurred over Woods county."
IDAHO,16,2013,June,Lightning,0,0,0,0,Storm Chaser,"Severe thunderstorms develop across most of the central and eastern Texas Panhandle during the evening hours through shortly after midnight producing large hail and thunderstorm wind gust. Also, a tornado touched down shortly after midnight over the east central Texas Panhandle causing minor damage, however no injuries or fatalities were reported."
IDAHO,16,2013,June,Hail,0,0,0,0,Amateur Radio,The first thunderstorm that was near-severe produced hail in Barber county.  An upper level short wave trough combined with warm air advection helped to produce the night time thunderstorms.
MONTANA,30,2013,June,Heavy Rain,0,0,0,0,AWSS,"A small but intense upper level impulse moved across the southern plains during the afternoon hours of February, 2nd, 2012.  Warm moist advection just ahead of this feature led to a few severe thunderstorms across portions of South Central Kansas."
MONTANA,30,2013,June,High Wind,0,0,0,0,Post Office,An upper disturbance moving across Lake Superior produced a band of moderate snow showers over portions of Ontonagon County on the morning of the 2nd.
PENNSYLVANIA,42,2013,June,Lightning,0,0,0,0,Utility Company,"A large winter storm system moved from the Central Rockies across the Central High Plains, producing a large band of four to nine inches of snow.  The storm system initially began as rain in most areas, and changed to snow as temperatures cooled.  Most snow fell along and north of Interstate 70, with areas south of the Interstate receiving a trace to three inches of snow.  Snow totals across Yuma county included eight inches at Wray and Yuma, and seven inches at Joes, Vernon and Idalia.  Reports in Kit Carson county included six inches at Flagler and Stratton and five inches in Burlington."
WYOMING,56,2013,June,High Wind,0,0,0,0,Buoy,"A swell from a low far northwest of the islands produced surf of 10 to 16 feet along the north- and west-facing shores of Niihau and Kauai, and along the north-facing shores of Oahu, Molokai, and Maui; and 8 to 12 feet along the west-facing shores of Oahu. There were no reports of serious property damage or injuries."
UTAH,49,2013,June,High Wind,1,0,0,0,SNOTEL,"A large winter storm system moved from the Central Rockies across the Central High Plains, producing a large band of four to nine inches of snow.  The storm system initially began as rain in most areas, and changed to snow as temperatures cooled.  Most snow fell along and north of Interstate 70, with areas south of the Interstate receiving a trace to three inches of snow.  Snow totals across southwest Nebraska included three inches at Benkelman, four inches at Palisade, Trenton, McCook and Indianola, six inches 17 miles north of Parks and eight inches in far northwest Dundy county."
UTAH,49,2013,June,High Wind,0,0,0,0,Insurance Company,Widespread rain lifted north across the ArkLaMiss during the morning and into the afternoon hours of February 3rd. A few severe thunderstorms developed across northeast Louisiana and southwest Mississippi early in the afternoon causing a few instances of wind damage and some hail. Flash flooding also occurred across this region as the heavy rains from the thunderstorms fell over areas that received rain earlier in the day.  Additional heavy rain fell on February 4th across the region.
MICHIGAN,26,2013,June,Flash Flood,0,0,0,0,Coast Guard,"Leading up to this significant snow event, the preceding eight weeks had been unseasonably warm and dry across most of South Central Nebraska, with parts of the area likely drawing ever-closer to receiving a Category D2 (severe) drought designation from the U.S. Drought Monitor. However, this all changed during a roughly 42-hour period centered from Thursday evening the 2nd through Saturday afternoon the 4th. Within this time frame, much of the 24-county area experienced its biggest snowfall of the 2011-2012 winter season, with many areas tallying 6-13 inches of heavy, wet snow. Sporadic lightning accompanied some of the heaviest snow bands, resulting in ???thundersnow.???  In addition to (and prior to) the onset of snow, several counties mainly east of a Franklin to Grand Island line picked up rainfall ranging from 0.25-inch to over 1 inch. As a result, storm-total precipitation amounts from this system were quite notable for early February, and also quite welcome given the recent dry spell, with the majority of the 24-county area totaling between 1-2 inches. For parts of the area, including Hastings, these liquid-equivalent precipitation amounts were the highest on record for any two-day period during the month of February. ||Focusing on storm total snowfall, the heaviest corridor with amounts averaging at least 7 inches encompassed about 15 counties and was centered roughly 25 miles either side of a line extending from near Holdrege-Minden-Doniphan-Benedict.  This corridor of heaviest snow included Grand Island, Hastings and Kearney.  According to NWS Cooperative Observers, some of the highest amounts fell at Bradshaw (13.3 inches), Minden (12.2), York (11.0), Hastings (11.0) and Grand Island (9.4).  The combination of the heavy, wet snow, along with north winds gusting to around 30 MPH for several hours, resulted in at least minor tree damage and power outages across the area.  Outside the zone of heaviest snow, the far northern, western and southern portions of South Central Nebraska saw lesser amounts mainly in the 2-6 inch range, including locations such as Ord, Cozad, Elwood, and Hebron. For some of these areas outside the primary snow zone, this was not even the biggest snow event of the 2011-2012 winter season, with that distinction belonging to early-season December events. ||Looking at the timeline and meteorological background of this event, the culprit was a strong mid-upper level low pressure system that strengthened as it neared the Central Plains. Early in this event, temperatures remained warm enough to support rain as the first round of precipitation lifted across mainly eastern portions of South Central Nebraska between the evening of the 2nd and morning of the 3rd. As previously mentioned, rainfall amounts from this initial overnight round were commonly between 0.25 to over 0.75-inch, with one of the highest totals through sunrise on the 3rd featuring 0.97-inch near Shickley in Fillmore County. During the daylight hours on Friday the 3rd, the majority of the 24-county area experienced nothing more than off-and-on light rain or drizzle, while the initial band of heavy snow set up across western and north central Nebraska. Finally, as temperatures cooled on the evening of the 3rd, snow gradually picked up in coverage and intensity across the local area. The heaviest hourly rates of at least 1 inch per hour, along with pockets of thundersnow, focused between 8 PM on the 3rd and 6 AM on the 4th as the mid-level deformation zone pivoted across the area. During the daytime hours on Saturday the 4th, snow gradually decreased in intensity, with most additional accumulations in excess of 2 inches focused along and east of the Highway 281 corridor. One of the few areas where snow totals fell noticeably short of forecasted values included western Dawson County. This was largely due to the fact that concentrated snow bands ???jumped??? over this area, focusing off to the west early in the event, and then re-forming to..."
WEST VIRGINIA,54,2013,June,Flash Flood,0,0,0,0,State Official,Periods of heavy snowfall in the Gorge area of Highway 550 triggered several small slides that buried sections of Highway 550.
NORTH CAROLINA,37,2013,June,Thunderstorm Wind,3,0,0,0,Mariner,"Leading up to this event, the preceding 8 weeks had been unseasonably warm and dry across North Central Kansas, with parts of the area likely drawing ever-closer to receiving a Category D2 (severe) drought designation from the U.S. Drought Monitor. However, this building dryness was quelled during a roughly 42-hour period centered from Thursday evening the 2nd through Saturday afternoon the 4th. Within this time frame, much of the six-county area measured at least 1.00 to 1.50 inches of liquid precipitation in the form of both rain and snow. These precipitation totals were quite notable for early February considering that normal precipitation for the entire month is generally between 0.50 to 0.75-inch. Across most of the area, this precipitation included 2-5 inches of heavy, wet snow, with Long Island in northwest Phillips County reporting a localized 8-inch total. In contrast, most of Mitchell and southern Jewell Counties received little to no snow, although Beloit totaled 1.68 inches of precipitation mostly in the form of rain. According to NWS Cooperative Observers, some of the highest snow amounts fell near Long Island (8.0 inches), Plainville (5.2) and Smith Center (3.4). This heavy, wet snow was accompanied by north winds gusting to around 30 MPH.||Examining the timeline and meteorological background of this event, the culprit was a strong mid-upper level low pressures system that strengthened as it neared the Central Plains. Early in this event, temperatures remained warm enough to support rain as the first round of precipitation lifted across North Central Kansas between Thursday evening the 2nd and Friday morning the 3rd. Rainfall amounts from this initial overnight round were commonly between 0.25-inch to over 1 inch, with one of the highest totals through sunrise on the 3rd featuring 1.25 inches at Beloit. During the daylight hours on Friday the 3rd, the majority of the six-county area experienced nothing more than off-and-on light rain or drizzle, while the initial band of heavy snow set up across western and north central Nebraska. Finally, as temperatures cooled on the evening of the 3rd, snow gradually increased in coverage and intensity across northern Kansas. The heaviest snow focused between 7 PM and 11 PM as the mid-level deformation zone pivoted across the area. During the daytime hours on Saturday the 4th, only a few light, lingering snow bands brushed parts of the area."
NORTH CAROLINA,37,2013,June,Thunderstorm Wind,0,0,0,1,SHAVE Project,A potent upper level disturbance moved across the region producing several strong to severe thunderstorms across the northern half of southeast Texas. After several thunderstorms produce flash flooding early in the day a strong thunderstorm produced two tornadoes and numerous hail and flash flood reports that evening.
OHIO,39,2013,June,Flood,0,0,0,0,WLON,"A large upper level low pressure system moved from the Rocky Mountains onto the plains.  Rain developed ahead of the system and then turned to wet snow during the evening and overnight hours of February 3rd.  Although north winds increased into the 15 to 30 mph range, blowing and drifting was limited to a degree by the wetness of the snow.  However, the wet snow stuck to trees and caused some tree damage and scattered power outages, mainly from west of Lincoln through Lincoln and into the Omaha/Council Bluffs area.  Total snow from the storm was generally 8 to 12 inches with amounts that tapered off to a few inches around Norfolk to Tekamah and 3 to 4 inches from the southeast corner of Nebraska into far southwest Iowa.   Although many reports from the storm were in the 8 to 12 inch range, a few locations reported a bit more including around 15 inches in David City and a report of around 14 inches near Lincoln."
NORTH CAROLINA,37,2013,June,Thunderstorm Wind,0,0,1,0,Drought Monitor,"An area of low pressure was located in western Oklahoma and a warm front extended from the low into eastern Oklahoma. Thunderstorms developed over northeastern Oklahoma as the warm front lifted northward, a few of which produced hail."
NEW JERSEY,34,2013,June,Tsunami,0,0,0,0,911 Call Center,"As a cold front moved across Louisiana, a tornado touched down near DeRidder, damaging some barns and outbuildings. Extensive rainfall of 3-6 inches produced widespread flooding across Rapides, Avoyelles, and Allen Parishes."
GEORGIA,13,2013,June,Tornado,0,0,0,0,Social Media,"A line of marginally severe thunderstorms developed along a dryline/cold front combination as it moved across the region. Some of the storms north of Interstate 20 produced hail up to 2 in diameter. Golf ball sized hail was reported at the North Texas Regional Airport in Grayson County, and this hail dented several planes and other vehicles at the airport. In addition, street flooding occurred in the city of Bonham in Fannin County. At the same time, additional convection developed ahead of the approaching dryline/cold front. These storms trained across southern Milam County causing significant flooding from Thorndale to Rockdale to Gause. Many parts of Highway 79 were flooded and several high water rescues were needed."
NEW JERSEY,34,2013,June,Lightning,0,0,0,0,NPOP,Widespread rain lifted north across the ArkLaMiss during the morning and into the afternoon hours of February 3rd. A few severe thunderstorms developed across northeast Louisiana and southwest Mississippi early in the afternoon causing a few instances of wind damage and some hail. Flash flooding also occurred across this region as the heavy rains from the thunderstorms fell over areas that received rain earlier in the day.
TENNESSEE,47,2013,June,Funnel Cloud,0,0,0,0,Newspaper,"Another downslope windstorm impacted the northern Wasatch Front, bringing gusty winds to the Farmington area. However, these winds were significantly weaker than the windstorm a couple of months prior, in December 2011."
ALABAMA,1,2013,June,Heat,0,0,0,0,Other Federal Agency,A potent winter storm emerged from the southern Rockies and tracked from eastern Colorado across Nebraska and Kansas.  Heavy snowfall occurred across portions of western and north central Nebraska beginning during the morning hours on February 3rd and persisted into the early morning hours on February 4th.  Total snowfall accumulations of 8 to 20 inches fell across portions of southwest Nebraska into southern portions of north central Nebraska.  North winds of 20 to 35 mph created considerable blowing and drifting and low visibilities below a mile at times across much of the area.
NORTH CAROLINA,37,2013,June,Thunderstorm Wind,2,0,0,0,Department of Highways,"A 958 mb low across the central Aleutians at 0300AKST on the 4th weakened to 971 mb near St Paul Island by 1500AKST on the 5th.  The low produced blizzard conditions along much of the west coast of Alaska.  ||Zone 206: Blizzard conditions likely occurred at Atigun Pass at times from the afternoon on the 4th through the early morning hours on the 5th.  According the DOT the visibility was reduced to near zero in blowing and drifting snow with wind gusts to 40+ mph.  At Anaktuvuk Pass, the visibility was reduced to one quarter mile at times during the evening hours on the 4th.  The wind gusted as high as 37 kt (43 mph) at the Anaktuvuk Pass AWOS. ||Zone 207: Blizzard conditions were observed at Kivalina from approximately 2045AKST on the 4th through 0630AKST on the 5th.  The visibility was reduced to one quarter mile or less in snow and blowing snow.  There was a peak wind gust to 42 kt (48 mph) at the Kivalina ASOS. ||Zone 208: Blizzard conditions were observed at Noatak from approximately 2230AKST on the 4th through 0245AKST on the 5th.  The visibility was reduced to one quarter mile or less in snow and blowing snow.  There was a peak wind gust to 36 kt (42 mph) at the Noatak AWOS. ||Zone 209: Blizzard conditions were observed at Kotzebue from approximately 1110AKST on the 4th through 0515AKST on the 5th.  The visibility was frequently reduced to one quarter mile or less in snow and blowing snow.  The wind gusted as high as 47 kt (54 mph) at the Kotzebue ASOS.  The strong wind also produced a |significant amount of drifting snow.   Blizzard conditions were intermittently observed at Noorvik from approximately 1115AKST through 1900AKST on the 4th.  The visibility was reduced to one quarter mile or less in snow and blowing snow.  There was a peak wind gust to 37 kt (43 mph) at the Noorvik AWOS.  ||Zone 210: Blizzard conditions were observed at Deering from approximately noon AKST through 1800AKST on the 4th.  The visibility was reduced to one quarter mile or less in snow and blowing snow. There was a peak wind gusts to 38 kt (44 mph) at the Deering ASOS.  Blizzard conditions were observed at Buckland from approximately noon AKST through 1930AKST on the 4th.  The visibility was reduced to one quarter mile or less in snow and blowing snow.  There was a peak wind gusts to 44 kt (51 mph) at the Buckland AWOS. ||Zone 211: Blizzard conditions were observed at Nome from approximately 1030AKST through 1815AKST on the 4th.  The visibility was reduced to one quarter mile or less in snow and blowing snow.  There was a peak wind gusts to 42kt (48 mph) at the Nome ASOS.  A total of 9.9 inches of snow was observed at the National Weather Service office at Nome.  Blizzard conditions were observed at Golovin from approximately 1030AKST through 1845AKST.  The visibility was reduced to one quarter mile or less in snow and blowing snow.  The anemometer was inoperable at times during the event, but the wind gusted to at least 44 kt (51 mph) at the Golovin AWOS.||Zone 212: Blizzard conditions were observed at Unalakleet from approximately 0930AKST through 1800AKST on the 4th.  The visibility was reduced to one quarter mile or less in snow and blowing snow.  There was a peak gust to 55 kt (63 mph) at the Unalaklet AWOS.  Blizzard conditions also likely occurred at Saint Michael from approximately 0900AKST through 1500AKST on the 4th.  The visibility sensor was inoperable during this time, but the wind gusted as high as 48 kt (55 mph) at the Saint Michael AWOS.||Zone 213: Blizzard conditions were observed at Gambell from approximately 0730AKST on the 4th through 0330AKST on the 5th.  The visibility was reduced to one quarter mile or less in snow and blowing snow.  There was a peak wind gust to 48 kt (57 mph) at the Gambell AWOS.  ||Blizzard conditions were observed at Savoonga from approximately 0130AKST through 2145AKST on the 6th.  The visibility was reduced to one quarter milr or less in snow and blowing snow.  There was a peak wind gust to 49 kt (..."
NEW JERSEY,34,2013,June,Tsunami,2,0,0,0,Official NWS Observations,"A large winter storm system moved from the Central Rockies across the Central High Plains, producing a large band of four to nine inches of snow.  The storm system initially began as rain in most areas, and changed to snow as temperatures cooled.  Most snow fell along and north of Interstate 70, with areas south of the Interstate receiving a trace to three inches of snow.  Snow totals across northwest Kansas included six inches from an observer located eight miles northwest of St Francis, eight inches near Atwood, Almena and Hill City, and nine inches at Norton Dam, and southwest of Oberlin."
NORTH CAROLINA,37,2013,June,Tornado,1,0,0,0,Mesonet,Storms moving out of Oklahoma produced wind damage in Waldron and lightning damage in Harrison on the evening of the 3rd. The storms weakened as they moved farther east into Arkansas.
VIRGINIA,51,2013,June,Funnel Cloud,0,0,0,0,Law Enforcement,"Zone 207: At Kivalina, temperatures of 28 to 31 below zero combined with a south wind of 15 to 25 mph to produce wind chills as low as 64 below zero at the Kivalina ASOS. The wind chills were 60 below or lower from approximately 0230AKST through 1700AKST on the 3rd. At Point Hope, temperatures of 27 to 33 below combined with a south wind of 20 to 25 mph to produce wind chills as low as 67 below at the Point Hope AWOS. The wind chills were 60 below or lower from approximately 0930AKST through 1930AKST on the 3rd. ||Zone 209: At Kotzebue, temperatures of 36 to 38 below combined with an east wind of 15 to 20 mph to produce wind chills as low as 69 below zero at the Kotzebue ASOS. The wind chills were 60 below or lower from 1130AKST through 1700AKST on the 3rd. At Selawik, temperatures of 29 to 40 below combined with a northeast wind of 15 to 30 mph to produce wind chills as low as 73 below zero at the Selawik AWOS. The wind chills were 60 below or lower from approximately 2200AKST on the 3rd through 0800AKST on the 4th. At Noorvik, temperatures of 28 to 38 below combined with a northeast wind of 15 to 25 mph to produce wind chills as low as 68 below zero at the Noorvik AWOS. The wind chills were 60 below or lower from approximately 2100AKST on the 3rd through 0115AKST on the 4th."
OHIO,39,2013,June,Lightning,0,0,0,0,NWS Storm Survey,Isolated severe thunderstorms occurred over parts of north Texas on the 3rd.
OREGON,41,2013,June,Tornado,0,0,0,0,Emergency Manager,Scattered severe thunderstorms occurred over parts of southeast Oklahoma on the 3rd.
TEXAS,48,2013,June,Flash Flood,0,0,0,0,Fire Department/Rescue,An upper level low pressure center moved from the four corners area into the central plains and pushed a frontal system through Texas. This caused thunderstorms in South Central Texas some of which produced large hail and heavy rain. The heavy rain led to flash flooding.
NORTH CAROLINA,37,2013,June,Thunderstorm Wind,1,0,0,0,Broadcast Media,An upper level low passing south of the area along with strong cold advection behind a cold front allowed for moderate to heavy accumulations of snow.
VIRGINIA,51,2013,June,Lightning,0,0,0,0,Park/Forest Service,"Showers and thunderstorms became quite numerous across Northeast Texas into Northern Louisiana during the late night hours of February 2nd into the predawn hours of February 3rd. The setup was an increasingly unstable and moist atmosphere had just moved into the region in the wake of a warm front which had stalled near the Oklahoma Texas border into Southern Arkansas. Weak disturbances aloft moved into the region from Southeast Texas and Southern Louisiana during the overnight hours. Deep layer shear was sufficient to produce organized strong to severe thunderstorms across the region and given the strong lapse rates in place, hail accompanied some of these thunderstorms."
NEW JERSEY,34,2013,June,Hail,0,0,0,0,COOP Observer,A strong north Pacific storm moved across the Aleutian Islands. The associated front pushed across the Pribilof Islands and produced high wind and snow that resulted in blizzard conditions. The strong wind and snow spread to the Bristol Bay and Kuskokwim Delta coasts resulting in blizzard conditions.
DELAWARE,10,2013,June,Tsunami,0,0,0,0,Trained Spotter,"A weak upper level disturbance and cold front moving through south Texas acted on a very warm and unstable air mass to produce clusters of thunderstorms during the afternoon of February 4th, which began across the King Ranch of Kenedy and eastern Brooks County, then intensified across Willacy and Cameron County during the mid to late afternoon.||The storms brought much needed rainfall, in excess of 1 1/2 inches in less than an hour, to the Lower Rio Grande Valley, along with frequent cloud to ground lightning and gusty winds.  The torrential rains produced nuisance poor drainage flooding in portions of Cameron County, and there were unconfirmed reports of funnel clouds and a possible  gustnado as the cluster evolved into a small squall line."
VIRGINIA,51,2013,June,Thunderstorm Wind,0,0,0,1,ASOS,Strong thunderstorms developed behind a cold front that moved through the area earlier in the day on February 4th. Heavy rainfall occurred over portions of the Coastal Bend with the area receiving 2 to 3 inches of rain. An area from northern Jim Wells County into the extreme northwest portion of Nueces County received 6 to 7 inches of rain during the evening hours of February 4th and early morning hours of February 5th. This caused isolated incidents of flooding on roadways in Jim Wells and Nueces Counties.
MARYLAND,24,2013,June,Lightning,1,0,0,0,AWOS,A line of thunderstorms developed over South Texas after the passage of a cold front earlier in the day. The thunderstorms moved across the Middle Texas Coast late in the evening of February 4th. The storms produced wind gusts of 40 to 45 mph.
OREGON,41,2013,June,Funnel Cloud,0,0,0,0,C-MAN Station,A slow moving storm system along with locally heavy rainfall produced isolated flooding reports.
